"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","Thousands",,,8096.119,,
"CAN","Canada","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","Thousands",,,8464.645,,
"CAN","Canada","RECOVERY","Amount designated for recovery operations","2014","2014","TONNE","Tonnes","3","Thousands",,,9074.835,,
"CAN","Canada","RECOVERY","Amount designated for recovery operations","2016","2016","TONNE","Tonnes","3","Thousands",,,9275.08,,
"CAN","Canada","RECOVERY","Amount designated for recovery operations","2018","2018","TONNE","Tonnes","3","Thousands",,,9817.607,,
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","1995","1995","TONNE","Tonnes","3","Thousands",,,0,,
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","1996","1996","TONNE","Tonnes","3","Thousands",,,0,,
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","1997","1997","TONNE","Tonnes","3","Thousands",,,0,,
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","1998","1998","TONNE","Tonnes","3","Thousands",,,193,,
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","1999","1999","TONNE","Tonnes","3","Thousands",,,333,,
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","2000","2000","TONNE","Tonnes","3","Thousands",,,347,,
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","2001","2001","TONNE","Tonnes","3","Thousands",,,379,,
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","Thousands",,,423,,
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","Thousands",,,424,,
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","Thousands",,,557,"E; B","Estimated value; Break"
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","Thousands",,,561,"E","Estimated value"
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","2006","2006","TONNE","Tonnes","3","Thousands",,,614.33,"E","Estimated value"
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","Thousands",,,695.2,"E","Estimated value"
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","Thousands",,,697.51,"E","Estimated value"
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","Thousands",,,778.45,"E","Estimated value"
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","Thousands",,,1022.44,"E","Estimated value"
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","Thousands",,,1176.68,"E","Estimated value"
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","Thousands",,,1401.94,"E","Estimated value"
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","2013","2013","TONNE","Tonnes","3","Thousands",,,1410.43,"E","Estimated value"
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","2014","2014","TONNE","Tonnes","3","Thousands",,,1429.599,"E","Estimated value"
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","2015","2015","TONNE","Tonnes","3","Thousands",,,1577.885,"E","Estimated value"
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","2016","2016","TONNE","Tonnes","3","Thousands",,,1786.383,"E","Estimated value"
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","2017","2017","TONNE","Tonnes","3","Thousands",,,2590.924,"B","Break"
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","2018","2018","TONNE","Tonnes","3","Thousands",,,2593.927,,
"CZE","Czech Republic","RECOVERY","Amount designated for recovery operations","2019","2019","TONNE","Tonnes","3","Thousands",,,2674.916,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","1993","1993","TONNE","Tonnes","3","Thousands",,,1909,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","1994","1994","TONNE","Tonnes","3","Thousands",,,2292,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","1995","1995","TONNE","Tonnes","3","Thousands",,,2222,"E; B","Estimated value; Break"
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","1996","1996","TONNE","Tonnes","3","Thousands",,,2821,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","1997","1997","TONNE","Tonnes","3","Thousands",,,2760,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","1998","1998","TONNE","Tonnes","3","Thousands",,,2784,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","1999","1999","TONNE","Tonnes","3","Thousands",,,2968,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","2000","2000","TONNE","Tonnes","3","Thousands",,,3191,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","2001","2001","TONNE","Tonnes","3","Thousands",,,3268,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","Thousands",,,3350,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","Thousands",,,3434,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","Thousands",,,3588,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","Thousands",,,3783,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","2006","2006","TONNE","Tonnes","3","Thousands",,,3818,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","Thousands",,,4109,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","Thousands",,,4385,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","Thousands",,,4076,"E","Estimated value"
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","Thousands",,,4076,"E","Estimated value"
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","Thousands",,,4679,"B","Break"
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","Thousands",,,4409,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","2013","2013","TONNE","Tonnes","3","Thousands",,,4485,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","2014","2014","TONNE","Tonnes","3","Thousands",,,4493,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","2015","2015","TONNE","Tonnes","3","Thousands",,,4610,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","2016","2016","TONNE","Tonnes","3","Thousands",,,4702,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","2017","2017","TONNE","Tonnes","3","Thousands",,,4680,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","2018","2018","TONNE","Tonnes","3","Thousands",,,4654,,
"DNK","Denmark","RECOVERY","Amount designated for recovery operations","2019","2019","TONNE","Tonnes","3","Thousands",,,4861.592,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","1994","1994","TONNE","Tonnes","3","Thousands",,,820,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","1995","1995","TONNE","Tonnes","3","Thousands",,,708.67,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","1996","1996","TONNE","Tonnes","3","Thousands",,,705.79,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","1997","1997","TONNE","Tonnes","3","Thousands",,,886,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","1998","1998","TONNE","Tonnes","3","Thousands",,,949.62,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","1999","1999","TONNE","Tonnes","3","Thousands",,,1036.23,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","2000","2000","TONNE","Tonnes","3","Thousands",,,1143.83,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","2001","2001","TONNE","Tonnes","3","Thousands",,,1024.65,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","Thousands",,,965.59,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","Thousands",,,1018.04,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","Thousands",,,1057.99,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","Thousands",,,1018.16,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","2006","2006","TONNE","Tonnes","3","Thousands",,,1042.27,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","Thousands",,,1189.18,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","Thousands",,,1295.53,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","Thousands",,,1268.41,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","Thousands",,,1268,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","Thousands",,,1625,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","Thousands",,,1837,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","2013","2013","TONNE","Tonnes","3","Thousands",,,2009.14,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","2014","2014","TONNE","Tonnes","3","Thousands",,,2172.15,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","2015","2015","TONNE","Tonnes","3","Thousands",,,2423.518,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","2016","2016","TONNE","Tonnes","3","Thousands",,,2678.4,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","2017","2017","TONNE","Tonnes","3","Thousands",,,2785.69,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","2018","2018","TONNE","Tonnes","3","Thousands",,,3018.16,,
"FIN","Finland","RECOVERY","Amount designated for recovery operations","2019","2019","TONNE","Tonnes","3","Thousands",,,3092.336,,
"FRA","France","RECOVERY","Amount designated for recovery operations","1993","1993","TONNE","Tonnes","3","Thousands",,,11045,,
"FRA","France","RECOVERY","Amount designated for recovery operations","1995","1995","TONNE","Tonnes","3","Thousands",,,12769,,
"FRA","France","RECOVERY","Amount designated for recovery operations","1996","1996","TONNE","Tonnes","3","Thousands",,,12931,,
"FRA","France","RECOVERY","Amount designated for recovery operations","1997","1997","TONNE","Tonnes","3","Thousands",,,13646,,
"FRA","France","RECOVERY","Amount designated for recovery operations","1998","1998","TONNE","Tonnes","3","Thousands",,,14655,,
"FRA","France","RECOVERY","Amount designated for recovery operations","1999","1999","TONNE","Tonnes","3","Thousands",,,15657,,
"FRA","France","RECOVERY","Amount designated for recovery operations","2000","2000","TONNE","Tonnes","3","Thousands",,,16482,,
"FRA","France","RECOVERY","Amount designated for recovery operations","2001","2001","TONNE","Tonnes","3","Thousands",,,17928,,
"FRA","France","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","Thousands",,,19158,,
"FRA","France","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","Thousands",,,18777,,
"FRA","France","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","Thousands",,,20049,,
"FRA","France","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","Thousands",,,20736,,
"FRA","France","RECOVERY","Amount designated for recovery operations","2006","2006","TONNE","Tonnes","3","Thousands",,,21459,"E","Estimated value"
"FRA","France","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","Thousands",,,22183,,
"FRA","France","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","Thousands",,,22885,"E","Estimated value"
"FRA","France","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","Thousands",,,23587,,
"FRA","France","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","Thousands",,,24107,"E","Estimated value"
"FRA","France","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","Thousands",,,24626,,
"FRA","France","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","Thousands",,,24802,"E","Estimated value"
"FRA","France","RECOVERY","Amount designated for recovery operations","2013","2013","TONNE","Tonnes","3","Thousands",,,24977,,
"FRA","France","RECOVERY","Amount designated for recovery operations","2014","2014","TONNE","Tonnes","3","Thousands",,,25464,"E","Estimated value"
"FRA","France","RECOVERY","Amount designated for recovery operations","2015","2015","TONNE","Tonnes","3","Thousands",,,25951,,
"FRA","France","RECOVERY","Amount designated for recovery operations","2016","2016","TONNE","Tonnes","3","Thousands",,,27241.23,"E","Estimated value"
"FRA","France","RECOVERY","Amount designated for recovery operations","2017","2017","TONNE","Tonnes","3","Thousands",,,27981.1,,
"FRA","France","RECOVERY","Amount designated for recovery operations","2018","2018","TONNE","Tonnes","3","Thousands",,,28455,"E","Estimated value"
"FRA","France","RECOVERY","Amount designated for recovery operations","2019","2019","TONNE","Tonnes","3","Thousands",,,29460.5,"E","Estimated value"
"DEU","Germany","RECOVERY","Amount designated for recovery operations","1993","1993","TONNE","Tonnes","3","Thousands",,,10641,,
"DEU","Germany","RECOVERY","Amount designated for recovery operations","1995","1995","TONNE","Tonnes","3","Thousands",,,20118.14,"E; B","Estimated value; Break"
"DEU","Germany","RECOVERY","Amount designated for recovery operations","1996","1996","TONNE","Tonnes","3","Thousands",,,22227.53,"E","Estimated value"
"DEU","Germany","RECOVERY","Amount designated for recovery operations","1997","1997","TONNE","Tonnes","3","Thousands",,,23859.42,"E","Estimated value"
"DEU","Germany","RECOVERY","Amount designated for recovery operations","1998","1998","TONNE","Tonnes","3","Thousands",,,24229.08,"E","Estimated value"
"DEU","Germany","RECOVERY","Amount designated for recovery operations","1999","1999","TONNE","Tonnes","3","Thousands",,,26873.67,"E","Estimated value"
"DEU","Germany","RECOVERY","Amount designated for recovery operations","2000","2000","TONNE","Tonnes","3","Thousands",,,27817.67,"E","Estimated value"
"DEU","Germany","RECOVERY","Amount designated for recovery operations","2001","2001","TONNE","Tonnes","3","Thousands",,,27332.67,"E","Estimated value"
"DEU","Germany","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","Thousands",,,29743,,
"DEU","Germany","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","Thousands",,,28854,,
"DEU","Germany","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","Thousands",,,27710,,
"DEU","Germany","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","Thousands",,,28797,,
"DEU","Germany","RECOVERY","Amount designated for recovery operations","2006","2006","TONNE","Tonnes","3","Thousands",,,32697,,
"DEU","Germany","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","Thousands",,,35789,,
"DEU","Germany","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","Thousands",,,37099,,
"DEU","Germany","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","Thousands",,,37400,,
"DEU","Germany","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","Thousands",,,38496,,
"DEU","Germany","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","Thousands",,,39707,,
"DEU","Germany","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","Thousands",,,41323,,
"DEU","Germany","RECOVERY","Amount designated for recovery operations","2013","2013","TONNE","Tonnes","3","Thousands",,,43101,,
"DEU","Germany","RECOVERY","Amount designated for recovery operations","2014","2014","TONNE","Tonnes","3","Thousands",,,45097,,
"DEU","Germany","RECOVERY","Amount designated for recovery operations","2015","2015","TONNE","Tonnes","3","Thousands",,,46521,,
"DEU","Germany","RECOVERY","Amount designated for recovery operations","2016","2016","TONNE","Tonnes","3","Thousands",,,49218,,
"DEU","Germany","RECOVERY","Amount designated for recovery operations","2017","2017","TONNE","Tonnes","3","Thousands",,,50729,,
"DEU","Germany","RECOVERY","Amount designated for recovery operations","2018","2018","TONNE","Tonnes","3","Thousands",,,49369.2,,
"DEU","Germany","RECOVERY","Amount designated for recovery operations","2019","2019","TONNE","Tonnes","3","Thousands",,,49714.78,"E","Estimated value"
"GRC","Greece","RECOVERY","Amount designated for recovery operations","1990","1990","TONNE","Tonnes","3","Thousands",,,178.7,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","1992","1992","TONNE","Tonnes","3","Thousands",,,225.9,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","1995","1995","TONNE","Tonnes","3","Thousands",,,195,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","1996","1996","TONNE","Tonnes","3","Thousands",,,230,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","1997","1997","TONNE","Tonnes","3","Thousands",,,359.6,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","1998","1998","TONNE","Tonnes","3","Thousands",,,363.3,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","1999","1999","TONNE","Tonnes","3","Thousands",,,378.1,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","2000","2000","TONNE","Tonnes","3","Thousands",,,391,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","2001","2001","TONNE","Tonnes","3","Thousands",,,402,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","Thousands",,,407,,
"GRC","Greece","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","Thousands",,,382,,
