"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","OTH_DISP","Other disposal","2017","2017","TONNE","Tonnes","3","Thousands",,,0,,
"FRA","France","OTH_DISP","Other disposal","2018","2018","TONNE","Tonnes","3","Thousands",,,0,"E","Estimated value"
"FRA","France","OTH_DISP","Other disposal","2019","2019","TONNE","Tonnes","3","Thousands",,,0,"E","Estimated value"
"FRA","France","INCINERATION","Total Incineration","1993","1993","TONNE","Tonnes","3","Thousands",,,10049,,
"FRA","France","INCINERATION","Total Incineration","1995","1995","TONNE","Tonnes","3","Thousands",,,10573,,
"FRA","France","INCINERATION","Total Incineration","1996","1996","TONNE","Tonnes","3","Thousands",,,10137,,
"FRA","France","INCINERATION","Total Incineration","1997","1997","TONNE","Tonnes","3","Thousands",,,10155,,
"FRA","France","INCINERATION","Total Incineration","1998","1998","TONNE","Tonnes","3","Thousands",,,10036,,
"FRA","France","INCINERATION","Total Incineration","1999","1999","TONNE","Tonnes","3","Thousands",,,10148,,
"FRA","France","INCINERATION","Total Incineration","2000","2000","TONNE","Tonnes","3","Thousands",,,10246,,
"FRA","France","INCINERATION","Total Incineration","2001","2001","TONNE","Tonnes","3","Thousands",,,10677,,
"FRA","France","INCINERATION","Total Incineration","2002","2002","TONNE","Tonnes","3","Thousands",,,11110,,
"FRA","France","INCINERATION","Total Incineration","2003","2003","TONNE","Tonnes","3","Thousands",,,10662,,
"FRA","France","INCINERATION","Total Incineration","2004","2004","TONNE","Tonnes","3","Thousands",,,11284,,
"FRA","France","INCINERATION","Total Incineration","2005","2005","TONNE","Tonnes","3","Thousands",,,11540,,
"FRA","France","INCINERATION","Total Incineration","2006","2006","TONNE","Tonnes","3","Thousands",,,11541,"E","Estimated value"
"FRA","France","INCINERATION","Total Incineration","2007","2007","TONNE","Tonnes","3","Thousands",,,11542,,
"FRA","France","INCINERATION","Total Incineration","2008","2008","TONNE","Tonnes","3","Thousands",,,11696,"E","Estimated value"
"FRA","France","INCINERATION","Total Incineration","2009","2009","TONNE","Tonnes","3","Thousands",,,11852,,
"FRA","France","INCINERATION","Total Incineration","2010","2010","TONNE","Tonnes","3","Thousands",,,12058,"E","Estimated value"
"FRA","France","INCINERATION","Total Incineration","2011","2011","TONNE","Tonnes","3","Thousands",,,12265,,
"FRA","France","INCINERATION","Total Incineration","2012","2012","TONNE","Tonnes","3","Thousands",,,12191,"E","Estimated value"
"FRA","France","INCINERATION","Total Incineration","2013","2013","TONNE","Tonnes","3","Thousands",,,12116,,
"FRA","France","INCINERATION","Total Incineration","2014","2014","TONNE","Tonnes","3","Thousands",,,12158,"E","Estimated value"
"FRA","France","INCINERATION","Total Incineration","2015","2015","TONNE","Tonnes","3","Thousands",,,12199,,
"FRA","France","INCINERATION","Total Incineration","2016","2016","TONNE","Tonnes","3","Thousands",,,12264,"E","Estimated value"
"FRA","France","INCINERATION","Total Incineration","2017","2017","TONNE","Tonnes","3","Thousands",,,12328,,
"FRA","France","INCINERATION","Total Incineration","2018","2018","TONNE","Tonnes","3","Thousands",,,12370,"E","Estimated value"
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","1995","1995","TONNE","Tonnes","3","Thousands",,,8945,"E","Estimated value"
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","1996","1996","TONNE","Tonnes","3","Thousands",,,9802,"E","Estimated value"
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","1997","1997","TONNE","Tonnes","3","Thousands",,,10245,"E","Estimated value"
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","1998","1998","TONNE","Tonnes","3","Thousands",,,10367,"E","Estimated value"
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","1999","1999","TONNE","Tonnes","3","Thousands",,,10616,"E","Estimated value"
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","2000","2000","TONNE","Tonnes","3","Thousands",,,11300,"E","Estimated value"
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","2001","2001","TONNE","Tonnes","3","Thousands",,,11444,"E","Estimated value"
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","2002","2002","TONNE","Tonnes","3","Thousands",,,11762,"I","Incomplete data"
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","2003","2003","TONNE","Tonnes","3","Thousands",,,11238,"I","Incomplete data"
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","2004","2004","TONNE","Tonnes","3","Thousands",,,12146,"I","Incomplete data"
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","2005","2005","TONNE","Tonnes","3","Thousands",,,13778,"I","Incomplete data"
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","2006","2006","TONNE","Tonnes","3","Thousands",,,13422,"I","Incomplete data"
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","2007","2007","TONNE","Tonnes","3","Thousands",,,11799,"I","Incomplete data"
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","2008","2008","TONNE","Tonnes","3","Thousands",,,10982,"I","Incomplete data"
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","2009","2009","TONNE","Tonnes","3","Thousands",,,10890,"I","Incomplete data"
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","2010","2010","TONNE","Tonnes","3","Thousands",,,10534,"I","Incomplete data"
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","2011","2011","TONNE","Tonnes","3","Thousands",,,10284,"I","Incomplete data"
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","2012","2012","TONNE","Tonnes","3","Thousands",,,8329,"I","Incomplete data"
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","2013","2013","TONNE","Tonnes","3","Thousands",,,5236,"I","Incomplete data"
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","2014","2014","TONNE","Tonnes","3","Thousands",,,4765,,
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","2015","2015","TONNE","Tonnes","3","Thousands",,,3917,,
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","2016","2016","TONNE","Tonnes","3","Thousands",,,1992,,
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","2017","2017","TONNE","Tonnes","3","Thousands",,,284,,
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","2018","2018","TONNE","Tonnes","3","Thousands",,,178.911,,
"DEU","Germany","INCINERATION_WITHOUT","Incineration without energy recovery","2019","2019","TONNE","Tonnes","3","Thousands",,,180.164,"E","Estimated value"
"DEU","Germany","LANDFILL","Landfill","1993","1993","TONNE","Tonnes","3","Thousands",,,18978,,
"DEU","Germany","LANDFILL","Landfill","1995","1995","TONNE","Tonnes","3","Thousands",,,21831,"E","Estimated value"
"DEU","Germany","LANDFILL","Landfill","1996","1996","TONNE","Tonnes","3","Thousands",,,20515,"E","Estimated value"
"DEU","Germany","LANDFILL","Landfill","1997","1997","TONNE","Tonnes","3","Thousands",,,19861,"E","Estimated value"
"DEU","Germany","LANDFILL","Landfill","1998","1998","TONNE","Tonnes","3","Thousands",,,18462,"E","Estimated value"
"DEU","Germany","LANDFILL","Landfill","1999","1999","TONNE","Tonnes","3","Thousands",,,14883,"E","Estimated value"
"DEU","Germany","LANDFILL","Landfill","2000","2000","TONNE","Tonnes","3","Thousands",,,13692,"E","Estimated value"
"DEU","Germany","LANDFILL","Landfill","2001","2001","TONNE","Tonnes","3","Thousands",,,13298,"E","Estimated value"
"DEU","Germany","LANDFILL","Landfill","2002","2002","TONNE","Tonnes","3","Thousands",,,11266,,
"DEU","Germany","LANDFILL","Landfill","2003","2003","TONNE","Tonnes","3","Thousands",,,9530,,
"DEU","Germany","LANDFILL","Landfill","2004","2004","TONNE","Tonnes","3","Thousands",,,8578,,
"DEU","Germany","LANDFILL","Landfill","2005","2005","TONNE","Tonnes","3","Thousands",,,3980,,
"DEU","Germany","LANDFILL","Landfill","2006","2006","TONNE","Tonnes","3","Thousands",,,307,,
"DEU","Germany","LANDFILL","Landfill","2007","2007","TONNE","Tonnes","3","Thousands",,,299,,
"DEU","Germany","LANDFILL","Landfill","2008","2008","TONNE","Tonnes","3","Thousands",,,286,,
"DEU","Germany","LANDFILL","Landfill","2009","2009","TONNE","Tonnes","3","Thousands",,,176,,
"DEU","Germany","LANDFILL","Landfill","2010","2010","TONNE","Tonnes","3","Thousands",,,206,,
"DEU","Germany","LANDFILL","Landfill","2011","2011","TONNE","Tonnes","3","Thousands",,,247,,
"DEU","Germany","LANDFILL","Landfill","2012","2012","TONNE","Tonnes","3","Thousands",,,107,,
"DEU","Germany","LANDFILL","Landfill","2013","2013","TONNE","Tonnes","3","Thousands",,,135,,
"DEU","Germany","LANDFILL","Landfill","2014","2014","TONNE","Tonnes","3","Thousands",,,123,,
"DEU","Germany","LANDFILL","Landfill","2015","2015","TONNE","Tonnes","3","Thousands",,,104,,
"DEU","Germany","LANDFILL","Landfill","2016","2016","TONNE","Tonnes","3","Thousands",,,122,,
"DEU","Germany","LANDFILL","Landfill","2017","2017","TONNE","Tonnes","3","Thousands",,,123,,
"DEU","Germany","LANDFILL","Landfill","2018","2018","TONNE","Tonnes","3","Thousands",,,108.776,,
"DEU","Germany","LANDFILL","Landfill","2019","2019","TONNE","Tonnes","3","Thousands",,,109.538,"E","Estimated value"
"DEU","Germany","OTH_DISP","Other disposal","1993","1993","TONNE","Tonnes","3","Thousands",,,928,,
"DEU","Germany","OTH_DISP","Other disposal","1995","1995","TONNE","Tonnes","3","Thousands",,,10.254,"E; B","Estimated value; Break"
"DEU","Germany","OTH_DISP","Other disposal","1996","1996","TONNE","Tonnes","3","Thousands",,,11.003,"E","Estimated value"
"DEU","Germany","OTH_DISP","Other disposal","1997","1997","TONNE","Tonnes","3","Thousands",,,11.224,"E","Estimated value"
"DEU","Germany","OTH_DISP","Other disposal","1998","1998","TONNE","Tonnes","3","Thousands",,,11.083,"E","Estimated value"
"DEU","Germany","OTH_DISP","Other disposal","1999","1999","TONNE","Tonnes","3","Thousands",,,17.504,"E","Estimated value"
"DEU","Germany","OTH_DISP","Other disposal","2000","2000","TONNE","Tonnes","3","Thousands",,,20.504,"E","Estimated value"
"DEU","Germany","OTH_DISP","Other disposal","2001","2001","TONNE","Tonnes","3","Thousands",,,18.504,"E","Estimated value"
"DEU","Germany","OTH_DISP","Other disposal","2002","2002","TONNE","Tonnes","3","Thousands",,,89,,
"DEU","Germany","OTH_DISP","Other disposal","2003","2003","TONNE","Tonnes","3","Thousands",,,111,,
"DEU","Germany","OTH_DISP","Other disposal","2004","2004","TONNE","Tonnes","3","Thousands",,,625,,
"DEU","Germany","OTH_DISP","Other disposal","2005","2005","TONNE","Tonnes","3","Thousands",,,987,,
"DEU","Germany","OTH_DISP","Other disposal","2006","2006","TONNE","Tonnes","3","Thousands",,,2287,,
"DEU","Germany","OTH_DISP","Other disposal","2007","2007","TONNE","Tonnes","3","Thousands",,,1839,,
"DEU","Germany","OTH_DISP","Other disposal","2008","2008","TONNE","Tonnes","3","Thousands",,,1951,,
"DEU","Germany","OTH_DISP","Other disposal","2009","2009","TONNE","Tonnes","3","Thousands",,,1941,,
"DEU","Germany","OTH_DISP","Other disposal","2010","2010","TONNE","Tonnes","3","Thousands",,,1995,,
"DEU","Germany","OTH_DISP","Other disposal","2011","2011","TONNE","Tonnes","3","Thousands",,,1858,,
"DEU","Germany","OTH_DISP","Other disposal","2012","2012","TONNE","Tonnes","3","Thousands",,,988,,
"DEU","Germany","OTH_DISP","Other disposal","2013","2013","TONNE","Tonnes","3","Thousands",,,1098,,
"DEU","Germany","OTH_DISP","Other disposal","2014","2014","TONNE","Tonnes","3","Thousands",,,1117,,
"DEU","Germany","OTH_DISP","Other disposal","2015","2015","TONNE","Tonnes","3","Thousands",,,1084,,
"DEU","Germany","OTH_DISP","Other disposal","2016","2016","TONNE","Tonnes","3","Thousands",,,800,,
"DEU","Germany","OTH_DISP","Other disposal","2017","2017","TONNE","Tonnes","3","Thousands",,,655,,
"DEU","Germany","OTH_DISP","Other disposal","2018","2018","TONNE","Tonnes","3","Thousands",,,603.086,,
"DEU","Germany","OTH_DISP","Other disposal","2019","2019","TONNE","Tonnes","3","Thousands",,,607.308,"E","Estimated value"
"DEU","Germany","INCINERATION","Total Incineration","1993","1993","TONNE","Tonnes","3","Thousands",,,6429,,
"DEU","Germany","INCINERATION","Total Incineration","1995","1995","TONNE","Tonnes","3","Thousands",,,9000,"E","Estimated value"
"DEU","Germany","INCINERATION","Total Incineration","1996","1996","TONNE","Tonnes","3","Thousands",,,9857,"E","Estimated value"
"DEU","Germany","INCINERATION","Total Incineration","1997","1997","TONNE","Tonnes","3","Thousands",,,10303,"E","Estimated value"
"DEU","Germany","INCINERATION","Total Incineration","1998","1998","TONNE","Tonnes","3","Thousands",,,10428,"E","Estimated value"
"DEU","Germany","INCINERATION","Total Incineration","1999","1999","TONNE","Tonnes","3","Thousands",,,10709,"E","Estimated value"
"DEU","Germany","INCINERATION","Total Incineration","2000","2000","TONNE","Tonnes","3","Thousands",,,11386,"E","Estimated value"
"DEU","Germany","INCINERATION","Total Incineration","2001","2001","TONNE","Tonnes","3","Thousands",,,11541,"E","Estimated value"
"DEU","Germany","INCINERATION","Total Incineration","2002","2002","TONNE","Tonnes","3","Thousands",,,11915,,
"DEU","Germany","INCINERATION","Total Incineration","2003","2003","TONNE","Tonnes","3","Thousands",,,11416,,
"DEU","Germany","INCINERATION","Total Incineration","2004","2004","TONNE","Tonnes","3","Thousands",,,12517,,
"DEU","Germany","INCINERATION","Total Incineration","2005","2005","TONNE","Tonnes","3","Thousands",,,14208,,
"DEU","Germany","INCINERATION","Total Incineration","2006","2006","TONNE","Tonnes","3","Thousands",,,17293,,
"DEU","Germany","INCINERATION","Total Incineration","2007","2007","TONNE","Tonnes","3","Thousands",,,17324,,
"DEU","Germany","INCINERATION","Total Incineration","2008","2008","TONNE","Tonnes","3","Thousands",,,17247,,
"DEU","Germany","INCINERATION","Total Incineration","2009","2009","TONNE","Tonnes","3","Thousands",,,17698,,
"DEU","Germany","INCINERATION","Total Incineration","2010","2010","TONNE","Tonnes","3","Thousands",,,18256,,
"DEU","Germany","INCINERATION","Total Incineration","2011","2011","TONNE","Tonnes","3","Thousands",,,18358,,
"DEU","Germany","INCINERATION","Total Incineration","2012","2012","TONNE","Tonnes","3","Thousands",,,17192,,
"DEU","Germany","INCINERATION","Total Incineration","2013","2013","TONNE","Tonnes","3","Thousands",,,16707,,
"DEU","Germany","INCINERATION","Total Incineration","2014","2014","TONNE","Tonnes","3","Thousands",,,16318,,
"DEU","Germany","INCINERATION","Total Incineration","2015","2015","TONNE","Tonnes","3","Thousands",,,15985,,
"DEU","Germany","INCINERATION","Total Incineration","2016","2016","TONNE","Tonnes","3","Thousands",,,16252,,
"DEU","Germany","INCINERATION","Total Incineration","2017","2017","TONNE","Tonnes","3","Thousands",,,16229,,
"DEU","Germany","INCINERATION","Total Incineration","2018","2018","TONNE","Tonnes","3","Thousands",,,15936,"E","Estimated value"
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","1997","1997","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","1998","1998","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","1999","1999","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","2000","2000","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","2001","2001","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","2002","2002","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","2003","2003","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","2004","2004","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","2005","2005","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","2006","2006","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","2007","2007","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","2008","2008","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","2009","2009","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","2010","2010","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","2011","2011","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","2012","2012","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","2013","2013","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","2014","2014","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","2015","2015","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","2016","2016","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","2017","2017","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","2018","2018","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION_WITHOUT","Incineration without energy recovery","2019","2019","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","LANDFILL","Landfill","1990","1990","TONNE","Tonnes","3","Thousands",,,2821,,
"GRC","Greece","LANDFILL","Landfill","1992","1992","TONNE","Tonnes","3","Thousands",,,2970,,
"GRC","Greece","LANDFILL","Landfill","1995","1995","TONNE","Tonnes","3","Thousands",,,3295.34,,
"GRC","Greece","LANDFILL","Landfill","1996","1996","TONNE","Tonnes","3","Thousands",,,3436.77,,
"GRC","Greece","LANDFILL","Landfill","1997","1997","TONNE","Tonnes","3","Thousands",,,3540,,
"GRC","Greece","LANDFILL","Landfill","1998","1998","TONNE","Tonnes","3","Thousands",,,3718.7,,
"GRC","Greece","LANDFILL","Landfill","1999","1999","TONNE","Tonnes","3","Thousands",,,3885.9,,
"GRC","Greece","LANDFILL","Landfill","2000","2000","TONNE","Tonnes","3","Thousands",,,4056,,
"GRC","Greece","LANDFILL","Landfill","2001","2001","TONNE","Tonnes","3","Thousands",,,4157,,
"GRC","Greece","LANDFILL","Landfill","2002","2002","TONNE","Tonnes","3","Thousands",,,4233,,
"GRC","Greece","LANDFILL","Landfill","2003","2003","TONNE","Tonnes","3","Thousands",,,4328.25,,
"GRC","Greece","LANDFILL","Landfill","2004","2004","TONNE","Tonnes","3","Thousands",,,4298.25,,
"GRC","Greece","LANDFILL","Landfill","2005","2005","TONNE","Tonnes","3","Thousands",,,4294.54,,
"GRC","Greece","LANDFILL","Landfill","2006","2006","TONNE","Tonnes","3","Thousands",,,4295.06,,
"GRC","Greece","LANDFILL","Landfill","2007","2007","TONNE","Tonnes","3","Thousands",,,3999.32,,
"GRC","Greece","LANDFILL","Landfill","2008","2008","TONNE","Tonnes","3","Thousands",,,4180.94,,
"GRC","Greece","LANDFILL","Landfill","2009","2009","TONNE","Tonnes","3","Thousands",,,4181,,
"GRC","Greece","LANDFILL","Landfill","2010","2010","TONNE","Tonnes","3","Thousands",,,4903,,
"GRC","Greece","LANDFILL","Landfill","2011","2011","TONNE","Tonnes","3","Thousands",,,4578,,
"GRC","Greece","LANDFILL","Landfill","2012","2012","TONNE","Tonnes","3","Thousands",,,4507,,
"GRC","Greece","LANDFILL","Landfill","2013","2013","TONNE","Tonnes","3","Thousands",,,4421,,
"GRC","Greece","LANDFILL","Landfill","2014","2014","TONNE","Tonnes","3","Thousands",,,4470,,
"GRC","Greece","LANDFILL","Landfill","2015","2015","TONNE","Tonnes","3","Thousands",,,4426,,
"GRC","Greece","LANDFILL","Landfill","2016","2016","TONNE","Tonnes","3","Thousands",,,4415,,
"GRC","Greece","LANDFILL","Landfill","2017","2017","TONNE","Tonnes","3","Thousands",,,4335,,
"GRC","Greece","LANDFILL","Landfill","2018","2018","TONNE","Tonnes","3","Thousands",,,4330,,
"GRC","Greece","LANDFILL","Landfill","2019","2019","TONNE","Tonnes","3","Thousands",,,4358.721,,
"GRC","Greece","INCINERATION","Total Incineration","1997","1997","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION","Total Incineration","1998","1998","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION","Total Incineration","1999","1999","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION","Total Incineration","2000","2000","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION","Total Incineration","2001","2001","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION","Total Incineration","2002","2002","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION","Total Incineration","2003","2003","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION","Total Incineration","2004","2004","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION","Total Incineration","2005","2005","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION","Total Incineration","2006","2006","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION","Total Incineration","2007","2007","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION","Total Incineration","2008","2008","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION","Total Incineration","2009","2009","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION","Total Incineration","2010","2010","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION","Total Incineration","2011","2011","TONNE","Tonnes","3","Thousands",,,16,,
"GRC","Greece","INCINERATION","Total Incineration","2012","2012","TONNE","Tonnes","3","Thousands",,,0,,
"GRC","Greece","INCINERATION","Total Incineration","2013","2013","TONNE","Tonnes","3","Thousands",,,29,,
"GRC","Greece","INCINERATION","Total Incineration","2014","2014","TONNE","Tonnes","3","Thousands",,,25,,
"GRC","Greece","INCINERATION","Total Incineration","2015","2015","TONNE","Tonnes","3","Thousands",,,18,,
"GRC","Greece","INCINERATION","Total Incineration","2016","2016","TONNE","Tonnes","3","Thousands",,,27,,
"GRC","Greece","INCINERATION","Total Incineration","2017","2017","TONNE","Tonnes","3","Thousands",,,58,,
"GRC","Greece","INCINERATION","Total Incineration","2018","2018","TONNE","Tonnes","3","Thousands",,,83,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","1990","1990","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","1994","1994","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","1995","1995","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","1996","1996","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","1997","1997","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","1998","1998","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","1999","1999","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","2000","2000","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","2001","2001","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","2002","2002","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","2003","2003","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","2004","2004","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","2005","2005","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","2006","2006","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","2007","2007","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","2008","2008","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","2009","2009","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","2010","2010","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","2011","2011","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","2012","2012","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","2013","2013","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","2014","2014","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","2015","2015","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","2016","2016","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","2017","2017","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","2018","2018","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","INCINERATION_WITHOUT","Incineration without energy recovery","2019","2019","TONNE","Tonnes","3","Thousands",,,0,,
"HUN","Hungary","LANDFILL","Landfill","1990","1990","TONNE","Tonnes","3","Thousands",,,3871,,
"HUN","Hungary","LANDFILL","Landfill","1994","1994","TONNE","Tonnes","3","Thousands",,,3388,,
"HUN","Hungary","LANDFILL","Landfill","1995","1995","TONNE","Tonnes","3","Thousands",,,3481,,
"HUN","Hungary","LANDFILL","Landfill","1996","1996","TONNE","Tonnes","3","Thousands",,,3693,,
"HUN","Hungary","LANDFILL","Landfill","1997","1997","TONNE","Tonnes","3","Thousands",,,3928,,
"HUN","Hungary","LANDFILL","Landfill","1998","1998","TONNE","Tonnes","3","Thousands",,,3936,,
"HUN","Hungary","LANDFILL","Landfill","1999","1999","TONNE","Tonnes","3","Thousands",,,4024,,
"HUN","Hungary","LANDFILL","Landfill","2000","2000","TONNE","Tonnes","3","Thousands",,,3736,,
"HUN","Hungary","LANDFILL","Landfill","2001","2001","TONNE","Tonnes","3","Thousands",,,3695.74,,
